longitude,latitude,id
-79.4035069136297,43.6952595244941,1
-79.4030944749977,43.6953493145039,1
-79.4024035584621,43.6954945385725,1
-79.4036386937994,43.6349938275931,2
-79.4035474364103,43.635190601919,2
-79.4034584014752,43.6353457826448,2
-79.403361155957,43.6354890115195,2
-79.4032771599716,43.6355773250736,2
-79.4031498037583,43.6357397192328,2
-79.4031455665074,43.6357466017015,2
-79.2752236011477,43.7415816548541,3
-79.2751805503598,43.7415967372297,3
-79.2751533001338,43.7416062969236,3
-79.2751007763987,43.7416147447416,3
-79.2750508969862,43.7416199122966,3
-79.2749632260792,43.7416281648569,3
-79.2749191261616,43.7416382583959,3
-79.2748570531125,43.7416637625994,3
-79.2747963832746,43.7416891795217,3
-79.2747560972967,43.7417085427611,3
-79.2746835798639,43.7417414432874,3
-79.2745654325584,43.7417917521395,3
-79.274500967337,43.7418227241686,3
-79.2744602895984,43.7418571005545,3
-79.2744363852563,43.7418848041243,3
-79.2743824715115,43.7419624501971,3
-79.2743754355852,43.7419680980717,3
-79.2743624966432,43.7419818713898,3
-79.2743421267961,43.7419973672702,3
-79.2743067096702,43.7420094939858,3
-79.274260201560807,43.7420160720415,3
-79.2741948242123,43.7420187512819,3
-79.2740747400961,43.7420258859794,3
-79.2740287082254,43.7420345711661,3
-79.2739707886619,43.7420514779379,3
-79.2734620617214,43.742269875356,3
-79.2733483447727,43.7423168702782,3
-79.2732014071482,43.742379407276204,3
-79.2729782581312,43.7424825862339,3
-79.2729030620889,43.7425174335686,3
-79.2728437160305,43.7425403587445,3
-79.2727957352973,43.7425553584116,3
-79.2727167451717,43.7425724026846,3
-79.2724730320271,43.7426172029023,3
-79.2723529266005,43.7426426982203,3
-79.2722497931888,43.7426550854615,3
-79.4677191149987,43.7720763078272,4
-79.4675874384756,43.7720891602351,4
-79.4675030782832,43.7720978224085,4
-79.4674897114884,43.7720998258679,4
-79.4674768033918,43.7721034946724,4
-79.4674680434071,43.7721084968293,4
-79.4674657304404,43.7721131767787,4
-79.4674657277225,43.7721181904289,4
-79.4674681429408,43.7721311167947,4
